id,text,label
864,good value great area wife spent 3 nights cow hollow motor inn. located lombard st great area. close union street closer chestnut st marina district. means walking district best restaurants not mention boutiques shops.location value key words. paid 125/night reasonable plain room good san francisco. no real amenities free parking unusual city. parked rental car left buses lombard fishermans wharf union square. room gave partial view golden gate view. highlights trip walk bridge sausalito ferry. actually bused bridge really walking distance hotel.cow hollow motor inn not fancy offers great base visit san francisco breaking budget. ,4
865,outstanding hotel. recently stayed cow hollow visit san francisco good. given low price 100.00 night worried hotel located great area major american city. armed excellent reviews friends family pleasantly surprised. room faced lombard street clearly hear traffic outside did n't awake minute long days sightseeing beautiful san francisco. free parking real bonus especially flat city little intimidated san francisco topography. location central located excellent bus routes recommend buying metro pass. close great restaurants. couple blocks union street great place afternoon beverage hot days tourists. great breakfast place right hotel nice restaurants just corner. overall definately visit hotel good old-fashioned value money not major north american cities including. ,5
866,cow hollow motor hotel san francisco stayed second week august.this hotel good option car comes free parking handy san francisco. rooms not tastefully decorated big confortable clean bathrooms. overlooked lombard street nice view n't foggy. opposite hotel mel diner great place breakfast. 50 style diner excellent not cheap food. area hotel interesting not touristy. nicest streets walk lombard street. ,3
867,love cow hollow. cow hollow clean rooms spacious decorated quite nicely staff friendly location ca n't beat. loved. steps away type restaurant choose block bus stop walking distance attractions. definitely recommend hotel stay time visited sf. price ca n't beat. ,4
868,calla lily hotel diva great place daugther explore san francisco. goal trip expand daugther art cultural horizons. staff hotel diva trip. david concierge quickly taught parallel park not green jeep commander rental car try busy geary. sorry san francico rental car left. morning cheerfully patiently given great guidance explore fun city. plane ready asked daughter calla lily drying. intended use dried calla lily create gift son future bride calla lily chosen wedding flower. said drying newspapers realized threw trash. picked special lily bonita point lighhouse attempts veturing big green commander marin headlands look golden gate bridge. called diva plane spoke assistant manager combed trash room. weeks later received tact dried calla lily carefully secured long trip east. daughter used create beautiful picture son new wife commemorate wedding day. san francisco kind helpful. return diva heart beat. latino restaurant door wonderful. used lounges alot. nice provided printer. thanks providing memorable time sf. ,5
869,nice affordable hotel near union square diva ideal hotel price location no major complaints service room. booked slightly larger rooms stay enjoyable. couch table accompany standard hotel furniture king-size bed. referred furniture office properly just called urban contemporary. liked. bathroom bit small not greatest sufficed. not tv channels nice large tv free internet. location convenient bart union square shopping theaters artsy places restaurants larger conference hotels hilton. area active bustling little gritty nothing worried guest. overall recommend definitely plan stay need room downtown san francisco. ,4
870,bed sheets comforter n't want start wrong foot hotel nice place stay location great hotel little disapointed no dvd/vcr room. second room card night table said save water not polute air. blah blah blah not wash sheets unless request. day guess didnt hit day 2 like ok dont wash sheets bedding makes wonder bedspread comforter. said ok not liking bit.. stomach sort thing place not bad. ,3
871,stylish gem classy place just union square geahry street. great location great design great atmosphere. no real breakfast restaurant starbucks top-rated mexican restaurant left right coffee-and-tea equipped rooms available. great stay classy ambience nice stopover san francisco. ,5
872,nice touches enjoyable stay hotel diva good choice wishing comfortable hotel character near union square. room exceptionally clean modern decor furnishings nice touches ipod dock widescreen tv complimentary toiletries. free internet stations dotted hotel welcome free coffee morning. staff friendly.the negative aspect stay location room 5th floor overlooked dark alleyway. thought lack natural light caused problems trying jetlag balanced lack noise wrong. noise building work like sound smashing glass 4am onwards highly irritating. rooms avoided.overall good stay. ,4
873,great location. decent price. boutique property excellent location union square easily accesible theaters public transportation restaurants prefer ultra-modern decor. rates moderate staff professional. ,4
874,absolutely fantastic. amazing little. book random hotel online site unseen know going. time ended getting expected. rooms modern beautiful decorated care no grandma bed spreads. staff friendly helpful attentive. hotel central making easy spring point city. hotel snob new san fran home hotel diva. ,5
875,stylish update older building heart union square stayed 2 nights new year eve new year day location ideal heart union square. saks 5th ave blocks away japantown brisk 15 minute walk friendly hotel staff valet parking 35/night hotel quirky older building not bad thing dead-end corridors ending full-height windows looking street glass walls looking restaurant/common areas. personality hotel group added modern sleek look place. blue elevator buttons stainless headboard peels away reveal wall artemide night table swing arm lamps simple modern shower fixtures add industrial chic. shower strong room complimentary wireless filing drawer dresser writing desk swing-arm flat screen tv bertoia diamond chairs room safe separate washsink area. bathroom little small tiles looked like use cleaning grout. bed comfortable room clean bathroom tiles.gym small little depressing-blinds pulled closed hide roof fans gym door probably used glass did n't like working prison gym.business center nice-i printed directions sonoma hotel.there starbucks attached lobby mexican restaurant did not try looked upscale overall nice stay older building decent modern updates.how got best rate 229 new year eve 129 jan 1st. searching got best rate booking early diva website directly. ,4
876,not bad not bad hotel starts seedy area. rooms pretty nice not amazing. attempt modern n't quite. tell want like w hotel not quite nice. area large number 100 night rooms not best. ,3
877,great place. nice service. took bart union square walked easy 3 blocks hotel diva. guys desk concierge humorous pleasant. checked quickly checked early. lobby sleek dark. 80 alternative music background flat screen tv playing movie. asked room view suggested getting bigger room no view glad. n't really enjoy view not sure view really appreciated space. arrival pleased. does little ikea vibe. kind reminded sons bedrooms smell. whimsical different. wanted place ordinary. room bright cheerful. different lobbby. like time look saying oh look. check. headboard looks like silver wave. notice mirror bend. sure check surprise safe. cute. room bathroom squeaky clean. water tap delicious. room relatively quiet. did n't hear soul entire stay matter fact. location great walking union square tons shops art galleries restaurants right door. checkout wanted enjoy beautiful weather little heading home graciously held bags did. stayed night beat central valley heat. certainly return. ,4
878,great stay diva feel said. great hotel hip style great location. right union square booked nights rate 100 night. friends locals sf n't believe deal. right curan act theatres block square trolley wharf parts town. loved decor staff feel important everytime came went doors. impressed wonderful stay. free internet lounges fitness room hard city buisness center diva lounge snacks drinks. just wish stayed longer. loved. ,5
879,stunning decor great staff stayed business sfo funky hotel decor match staff stunning.totally different experienced. price great facilities excellent location brilliant.we. ,5
880,good value prices stay low got deal travelzoo stay diva weekend just 85 night. huge double room hd tv wireless perks. precious business center prepare conference attenting. constant internet access access printer. staff amazingly kind location hard beat.however bed uncomfortable sheets cheap. not mind things think price reflected quality bedding. warn potential visitors likely case hotel prices. aside hotel way designed. orange details silly artsy add-ons. surely look dated 3 years. ,4
881,nice staff treated nite hotel staying friends. better air mattress right. desk great helpful woman joking guy acted like knew forever nice irish guy. able check quite early room gave looked escape moved floor quiet. altho preferred looking geary st. action. room fine bathroom decent nice little package toiletries nothing wowed. lobby small no lounge unless count starbucks door constant playing divas video kind cheesy. fine 98 probably try hotel trip. ,3
882,great staff great service great location great hotel. moment arrived diva feel extremley welcome great travelling 24 hours. room great loved attention thought little freebie safe bed comfortable touches lcd tv welcome really easy relax room exploring city.the bathroom spotlessly clean fact maids did fantastic job day making room spotless smell fresh linen walk tiring day great.the location perfect near tenderloin perfectly safe felt comfortable walking hotel dark. union sq right doorstep. experienced no trouble noise odd siren expect right heart city hotel facet design comfort thought far personal chain hotel.all like thank staff diva helpful friendly. heartbeat. ,5
883,great introduction san francisco trip beautiful san francisco happy selected diva. hotel recommended travel section local newspaper. staff accommodating fact problem 2nd day shower reported promptly moved room floor bit larger original spacious accommodation. did not beautiful young lady glasses. location superb close union square shopping..shopping course sightseeing venues.i definitely return. ,4
884,lovely hotel great stay hotel diva. staff really friendly rooms clean modern. problem room sooo noisy sounded like generator outside window hotel. know quite noisy told putting quiet hotel definately did effect sleep ask stay different hotel time.apart hotel fabulous. ,4
885,good budget traveler budget want center city diva good place stay. nothing fancy diva theme bit cheesy clean good jumping-off point exploring city. ,3
886,hotel diva near union square hotel centrally located near union square hallidieplaza bart station edge skid row thetenderloin panhandlers derangedpeople street entrance. area just southwest hotel horrible. staff helpful pleasant. moved abetter room complained noise original room.the gym disappointment free vweights no bench use them.all look better place time s.f. ,3
887,choice sf love high tech look service make come. burnished steel indigo set tone rooms outstanding diva superstar desk dan. exceptional remembering names faces better informed property concierge service restaurants.advice average rate suite 40 higher regular room. extra room great really swank pad.this 3rd stay looking forward returning soon. ,5
888,good deal inexpensive utilitarian hotel extremely clean comfortable. staff polite helpful. looking romantic luxury n't hotel convenience cleanliness economy really ca n't better. ,5
889,clean dream worth money search. hard hotel night. dream. totally different design decor. refreshing run big hotels. room clean tidy. received amenity room sales department. excellent service desk. helpful. felt like dad checking 20 30. definetely young corporate type felt young there.my son room. liked dvd vending maching gym. said gym better hotel takin. im come main office. ,4
890,disappointed. friend tried hotels sf excited try diva alluring website good reviews site. compared hotels price range say diva falls short. arrived hotel told upgraded. reserved double instead got king bed. corrected discount 219 149 cot. honestly think room got overall ambiance hotel warrant prices 90- 129 range. room smallish tiny tiny bathroom. smelled cigarette smoke non-smoking floor. desk personnel stiff slow. forever make adjustment. beds comfortable. room faced geary noisy night. heard lots ambulances/traffic 2 a.m. nice touch colobri mexican restaurant door. enjoyed margaritas guacamole chatting bartender. hotel price cheaper gotten reserved satisfied. decided not return. ,2
891,diva friendly just returned staying days hotel diva highly recommend hotel. friendliest hotels stayed ruth desk david concierge diva warm inviting place stay fellow co-workers.we upgraded king room bed comfortable great nights sleep day/night sight seeing partying. room comfortable cable tv dvd player small bathroom ok plus room safe useful. internet lounge floor 9th access time free. really enjoyed room return day peaceful quiet. hotel great location stones throw away shopping eating entertainment areas. easy access bart f car. check diva like hotels personality friendly inviting. choose queen king room not regret it.special thanks ruth david stay. ,5
892,"just n't impressed just completed 13-night stay san francisco business. original reasons decided stay diva 10,000 frequent flier miles airline offering stay free wireless internet service offer rooms laptop. internet nice convenient happy tons airline miles hotel left lot desired. floors creak like n't believe neighbor takes shower 6 sounds like loud freight train making impossibile sleep. speaking 6 mention morning gave unrequested wake-up 6 saturday. saturday. morning able sleep screwed. room entire hotel really strange odor really went away time tv far fewer channels practically hotel stayed before.the excercise room okay. nothing special needed treadmill stairmaster ca n't complain. mentioned in-room wireless internet nice sure did break bunch twice day. running hour later inconvenience. mention room pretty quiet creaky floors loud pipes gave room faced courtyard instead geary street heard really loud room facing street definitely mind decide stay here.the reason hotel 2 dots 5 instead 1 free internet decent location. hotel needs major overhaul seriously doubt stay no matter miles airline offers. ",2
893,stay did not care hotel. expecting cozy trendy room sadly disappointed tiny run-down room strange odor. bed practically floor level afraid head pillow. no warmth room just bare necessities. feel better place money not mention 30.00 mandatory valet parking. ,1
894,nice saw complaints hotel booked naturally worried. got employees nice. room ready immediatly extremely clean somewhat clean freek. came topsheets. yes rooms small little noisy hey san francisco. stay recommend. ,4
895,diva different home diva..a prima dona sense unique simplicity. refreshing furniture design color choices. soft lite colors reminding ocean. furniture clear clean lines. spacious room.i traveling. thought wanted romantice weekend wanted avoid clutter frills choose diva. sensuous modern way. room quiet inside room liked sink mirror room dry hair steam shower. going bed traveling like light bathroom. diva noticed long white cylinder corner room. lamp column light dimmed level. sweet nite lite. woman traveling perfect hotel. staff friendly helpful.great location. promptly called shuttle oakland airport. hotel attached starbucks. coffe morning meeting easy. not decor choose live certainly refreshing. thankyou refreshed buisness traveler. ,4
896,nice place stay stayed hotel milano oct 2004. room nice size pleasing decor comfortable bed. main drawbacks carpets hallway nasty no coffee makers rooms offer no free breakfast. coffee shops door street great pastries. location great. easy walking distance shopping restaurants catch cable cars. visiting business rental car. did problems getting car valet parking separate occasions. took 45 minutes time second time waiting 40 minutes decided just use public transportation. bus/trolley/cable car easy use recommend wants save parking fee. ,4
897,nice small hotel nice hotel interesting bar/restaurant. ate good dinners bar. room basically clean. unfortunately arrival late 9/15/04 sign lobby notes neighbors busy building. later thursday evening bartender informed they__Ç_éÈe building new shopping center. nice like shop malls door union shopping center blocks away sp. block away party going hard pressed drag sightseeing. museums walking distance asian art modern art natural science blocks away. san fran hilly recommend rental car golden gate park away can__Ç_é_ taking public trans way. parking steep 28 plus tax 4 bucks budget 32. rooms 100 got 89. car someplace remote inquired went rental takes 15 35mins retrieve it.note arrive construction occurring make sure windows close air you__Ç_éÈe going wake early morning. ,4
898,pleasant boutique hotel convenient union square stopover san francisco way new zealand hotel rex hip hotels wanted bit character times bland offerings westin/marriott/sheraton. chains. rex did trick bonus convenient union square cable car fisherman wharf.we did n't actually spend time hotel seeng friends visiting alcatraz saw bar lobby cosy welcoming.the room small perfectly formed quite comfortable. furniture antiquey perpetuate club-like atmosphere beginning look slightly worn. bathroom standard-issue american hotel scary loos threatens wash away flushed.good value definitely recommended base seeing downtown san francisco.by way hotel convenient sears fine food well-known restaurant by-passed hotel restaurant breakfast went instead. ,4
899,wonderful stay rex great stay hotel rex. staff friendly helpful rooms clean comfortable. especially enjoyed complimentary wine day. hotel location fantastic close like sf. free wifi lobby rooms nice bonus. room rate excellent.would definitely stay hotel rex. ,4
900,quaint cozy excellent location like european hotel. elevator tiny. room small clean sf want stay room. quiet no view. excellent location blocks chinatown block union square. staff nice helpful. want ice bring room. did not advantage complimentary wine. plenty cafes available. walgreen street. nice place staff wo n't break bank. consider visit. ,3
901,rex rocks hotel rex cool hotel conveniently located san francisco. great spot towners couoles want night away kids just hanging city. hotel affordably-priced n't worry getting soaked. vetry good experience end end. hearily recommend hotel rex. ,5
902,great hotel good location nice rooms nicely decorated room comfortable bed wifi nice bar enjoy complimentary glass wine. really nice hotel. location great close union square. lovely dinner aziza maroccan restaurant slanted door great went bike ride sausalito nice took boat. good restaurants sf. definately consider staying rex san francisco recommend friends. ,5
903,little gem super location went san francisco having lone traveller. travel agent assured like hotel enjoy going big chain normally do.the hotel clean comfortable safe secure. way making feel welcome home. standards high room clean. bed comfortable. business centre free excellent internet access. say excellent value money staff friendly extremely helpful. felt like family business genuine. thing let caf‘Ä breakfast time. need extra staff clear tables bring food. wait 20 minutes seated 3 tables just needed cleared. staff apologetic quick inside.i grateful travel agent right heart things easily able attractions great places meet wonderful locals. ,4
904,love rex. just returned 3 days rex husband teenage son. loved. location near chinatown union square perfect exploring city. room elegant large. rear hotel location quiet. staff helpful stay memorable. highly recommended. ,5
905,favorite hotel san fran hotel rex known orchard place stay visit san francisco. great european-style hotel friendly attentive courteous staff cleanliness hotel convenience location city. hotel years ago number 1 choice san francisco. love decor artsy fun rooms just right size feel comfortable home. afternoon wine-tasting lovely addition restaurant room service fabulous convenience. location n't better. located right main trolley lines powell walking distance union square shopping financial district. love hotel recommend highly. stay. ,5
906,just ok just returned 2 nt stay rex althought staff efficient courteous rooms small somewhat noisy street noise window air-conditioners.it centrally located shopping union square lacking amenities. ,3
907,romantic rex rex perfect hotel enjoy romantic anniversary. staff described previous reviews truly excellent. special room selected jazz music playing entered room gift card waiting acknowledge celebration. hotel character individual rooms lovely bar lounge enjoy free glass wine evening. stayed number sf hotels doubt best. ,5
908,wonderful hotel amazing staff ca n't beat location place right near shopping restaurants cable cars. room small clean not decorated cookie-cutter hotel room style. staff amazing really helpful friendly. better service hotel. noise street-facing tired walking hills did n't notice. highly recommend hotel definitely stay. ,5
909,hotel rex great choice. just returned 2 night stay beautiful boutique hotel rex san francisco. n't chosen better hotel. location perfect hotel heart union square. able catch cable car trolly bus 1 block door hotel.from moment reservations staff exceptional. individual staff member treated guests hotel. extremely attentive courtious way make sure happy. hotel immaculate. rooms spacious extremely comfortable tastefully decorated. quiet.we happy ended choosing hotel rex opposed bigger stuffier hotels city. head san francisco surely stay hotel rex. ,5
910,great union square boutique hotel stayed rex times year suited business pleasure travel. decor hotel 1920 literary salon lobby/bar area welcoming. complimentary wine served evening food bar adjoining restaurant good especially pre-theater meals. hotel staff warm professional. rooms small nicely decorated insulated noise adjacent rooms. union square just block half away nearest bart station 5 blocks away.say hi dave bar try signature drink rexmopolitan. ,5
911,friendly hotel great location. great hotel great location just union square. friendly staff clean pleasantly decorated rooms. room good size quite small. does boutique hotel feeling liked. free wine hour 5pm 6pm day did n't try. near lots shops restaurants. cable cars block away lots transport including bart airport streetcar fishermans wharf short walk away. ,4
912,great place service issue overall happy room price. clean pleasant. located day checking asked desk order taxi airport. said sure tells order city car taxi slightly cheaper. asked turns price 5 taxi caught hotel. clearly guy deal going car firm. said no wanted taxi. stage dismissed saying oh just outside.i needless it__Ç_é_ not money it__Ç_é_ principle. n't like lied enjoyable stay disappointing. ,4
913,sf home away home having gone times charming boutique hotel say lovely welcoming hotels america. like literary salon excellent wine bar restaurant room comfortable small large groups kept tip condition. staff n't better. recommend rex going san francisco visit. conveniently located near union square square shopping theatre opportunities. treat stay rex. ,5
914,rex rocks stayed family 1 parent 2 children 11 13. hotel clean presented rooms nice decoration small side.booked double double given 1 bedded room night. staff handled given free upgrade rest stay.good location near powell cable cars union square shops.would suit couple better family nicer touches adult oriented. art bar music room overall enjoyed stay return. ,4
915,great hotel-clean friendly staff took husband san francisco 65th birthday. booked hotel rex reading good reviews trip advisor not disappointed. staff helpful friendly. wine served evening reception good morning coffee delicious. room spacious clean hotel location served. wonderful trip definitely stay return sf. future trips certainly check sister hotels. ,5
916,hidden gem came town business expecting usual. boy surprised. staff knew 2nd day friendly help directions great neighborhood restaurant. rooms clean beautifully decorated reminded home. come. ,5
917,rex great san francisco great place stay san francisco especially love restored hotels eclectic sense decorating friendly members staff quick respond questions knowledgeable city room service breakfast perfect way yummy cinnamon roll french toast hot coffee delightful prompt service.we tickets production curran theater hotel just minutes walking distance hotel.a neat spot professional way. ,5
918,great room location service price recently stayed week march 12th loved hotel rex. queen room cozy comfortable. booked trip travelocity given larger quiter rooms check-in. location amazing. did n't car trip san francisco relying public transportation. n't better hotel. bus cable-car stops needed museums zoo exploratorium no 2 short blocks away. bart station 5 downhill blocks fairly easy catch cable-car uphill wanted way cable-car stop right corner street hotel rex opted walk home cheesecake factory way. hotel rex quiet. heard hotel guests outside noise occassional emergency vehicle maybe 2 3 entire stay. finally best map san francisco bought 4 5 free map provided check-in desk. definitely stay. great. note definitely recommend san francisco muni pass unlimited bus cable-car bart rides citypass plus admission san francisco attractions. saved bundle super convenient. ,5
919,super hotel great club atmosphere recently stayed hotel rex mar 2 7. nervous finding good hotel pan pacific changed hands year wanted new best hotel san francisco visits.any minor problems resolved quickly pleasant stay. hotel rex great hotel staff great especially people checked rhenan. room general d‘Äcor super clean service great. hotel rex exceeded expectations.we definitely recommend hotel rex friends know looking good hotel san francisco. ,5
920,san francisco charm stay san francisco frequently business. tried joie vivre hotels love old world charm elegance. rex great. small staff knows conviences needed i.e. restaurant lobby bar internet large clean rooms welcoming staff. right corner union square. stay want charm old san francisco. ,5
921,hotel rex hotel rex nice place small rooms average best. bathrooms small. leaky showers. location makes attractive. staff average best. ,3
922,happy customer rex proved great choice. location great staff helpful bed super comfortable. checked queen room turned handicap accessible. asked room available shower head standard height moved nice king room. decor room lobby newer nice. plan waiting elevator upper floor slow small no big deal.steps cable cars couple blocks union square china town.we loved rex. ,4
923,great customer service helpful friendly staff stayed hotel rex rooms clean neat hotel staff friendly helpful provide exceptional customer service. bathrooms nice size bedroom good size tv small. drawback soft bed linens. location perfect close. hotel good deal purchased buy 2 nights 3rd night free. recommend staying. ,4
924,great hotel value husband stayed hotel rex thanksgiving. chose hotel large great reviews got tripadvisor did not disappoint. location not beat. short blocks union square couple blocks chinatown. sorts public transportation just short walk. staff friendly room cute comforter little dirty sheets clean. importantly room quiet. husband light sleeper major plus. daily wine reception fun lot guests attend. loved definitely. ,5
925,fantastic location decor little tired room slightly small service excellent staff central location. staff welcoming extremely helpful. bar buzzy tasty snacks did n't eat restaurant hundreds restaurants close. great bar left hotel busy nights frequented locals conversation tourists. try cafe claude dinner 10 mins walk away class food service reasonable prices. ,4
926,10 points. 10 points hotel. lot people learn little bit hotel hospitality. information needed provided frond desk. lot great facilities bar internet studio art gallery. doing renovation elevators letter appologising signed gm know time going hotel. personal minibar wine reception bar free u lot travellers nice conversations. ,5
927,curate egg accepting centrally located elderly hotels san francisco going operate space constraints hotel huge problem. small elevator not actually used room service maids share ride virtually needs come hotel.the location means daylight premium hotel general lack direct light amplified earthy coloured decor presumably style sought. particularly pronounced stairs. no natural light artificial light not overly bright laid brown striped carpet makes difficult edge stair tread. elevator problem making recourse stairs descent floors frequent usual occurrence particular care taken.the room whilst generously proportioned quiet lacked daylight not brightly lit artificially. bit depressing. bathroom/ shower good old building. lack coffee/ tea making facilities not helpful particularly bar served dreadful coffee did n't dare ask tea helpful overly commission motivated no help cases. location good. ,2
928,hotel rex highly recommended stayed hotel rex pleasantly surprised hotel uniquely different gaudy flashy vegas-style chain hotels. hotel represented way regarded san francisco afar intimate romantic character charm. hotel restaurant called cafe andree revelation. food consistently magnificent breakfast lunch dinner. favorites grilled rib-eye steak grilled halibut crabcakes dulce leche creme brulee. presentation flavor superb. ambiance intimate safe. regard hotel rex san francisco nook away maddening crowd. ,5
929,home away home. hotel rex far best hotel san francisco. attended conference chose hotel rex home away home week. need great concierge ask bien. definitely best concierge far hospitality professionalism. free wine night library bar nice. staff nice helpful. did agree end stay hotel rex excellent home away home sallie leewermeridian ms. ,5
930,great boutique hotel looking small moderately priced hotel heart san francisco comparable staying good friends recommend rex. service pleasant smile. food drink fine free wine happy hour. oh yes forgot art work. tasteful fun. ,5
931,tripasaurus rex wife daughter longstanding tradition visiting san francisco days shopping theater eating holiday pleasure just christmas. live 35 miles city quite familiar hotels restaurants. tradition large suite bigger union street hotels hyatt st. francis cliff. year decided stay rex smaller euro-style french owned hotel arts/literature spin. not algonquin nyc venerable literarti haunt wow. great place. location perfect sight street act theater. valet parking reasonable efficient san francisco room cool. daughter college student gasped entering declared soooo like place stayed bologna cool correct ambiance significant price difference bologna room rate 4-times cost rex. rex equalled terms sophisticated magazines literature chic art work decor color schemes. staff attentive room service prompt food including onsite cafe andre terrific place dine grand. complimentary wine/apertif hour 5-6. sat library comfortable room fireplace books lots friendly guests. guests european chatted austrian woman french gentleman glass cabernet. time departed theater group expanded 7 exchanging email addresses. n't expect amenities health club jacuzzi. rex. bud expect experience charm classic european 3/4-star. unless wed hiltons holiday inns hyatts howard johnsons love quaint sophisticated hotel br. ,5
932,great boutique hotel. charming boutique hotel delightful moment arrival moment departure. easy car used valet car whisked away duration stay. hotel conveniently located walked. hotel european feel good design elements. color choices unusual elegant restful. painted lampshades gave halls rooms whimsical feel. room smallish not crowded crushed feeling. bath large vacant compared room. interior building quiet no view course views readily abundant city. liked wine lobby evening. lobby like private club nice inviting. stay hotel rex fact hotel. ,5
933,good value money wife stayed weekend shopping trip city satisfied. close union square shopping staff friendly helpful rooms good firm beds hot powerful showers. like rooms sf quarters tight especially bathrooms. caveat stayed room facing street night noise little disturbing. night doing street repairs hotel no control. overall good choice especially considering price. ,4
934,wonderful place wonderful place stay staff friendly helpful location wonderful powell not block away. rooms clean turn service aveda toiletries wonderfull quiet quaint hotel love stay. ,4
935,dreadful. stay. phone did not work. air conditioner did not work. tv remote did not work. smoking room. bartender exceptionally rude. waited hour room service. food nasty. drunk woman passed hallway not making. nicole desk unconcerned completely indifferent. bright spot john concierge desk. timely assistance great sense humor maid stay tolerable. ,1
936,rex place stay. girlfriend just got stay rex. live jazz free wine great amenities best place stay. ,5
937,rex king boutique hotels. love rex. staff desk restaurant friendly efficient. family staying nights received personalized service hotels san francisco stayed. high speed internet lobby great. lobby bar character live jazz friday nights. complaint white zone small park.anyway highly recommend boutique hotel. best city. ,5
938,rex hotel king stayed rex times staff friendly capable pleasure deal. great location edge union square theaters chinatown. no hills climb. rex funky fun n't miss afternoon wine hour. special feature suites floor. accomodate guest bedroom living room quite large. suite contains 1 1/2 baths certainly adds comfort. room computers printer rarely busy free. ,4
939,comfort 4 night stay hotel rex exceeded expectations. lowdown location perfect. rex close theater district union square remote n't feel like tourist. access cable cars buses great. major downtown sights easy walk. bart trains not far n't mind walking 4 blocks n't ton luggage recommend using bart rex airport.atmosphere polished serene european feel minus attitude. small immaculate room second floor completely silent absolutely no view really did n't care becase decor lovely fun. nice size bathroom. lucked window air conditioner not sure rooms this.service desk staff attentive hardworking. cafe andree great food surprisingly low prices. room service inexpensive. business center convenient no charge room promptly cleaned day.price 175 night booked rex website received voucher breakfast morning tickets asian art museum. worth no regrets.lastly not mistaken chain owns rex maintains headquarters directly street hotel. serves incentive hotel running smoothly sure working. ,5
940,charming hotel lovely staff charming hotel artsy interior located perfect town sightseeing. staff extremely helpful responsive. room lovely problem wall air conditioner did n't work low setting full-on cold air blast. room stuffy warm getting blasted cold air n't great. comfy bed loads amenities. definitely eat hotel cafe delicious high-end fare incredibly reasonable prices. loved stay come winter. ,4
941,hotel rex wonderful. husband wed october 16th flew san francisco honeymoon. thorough search perfect hotel complete kept coming hotel rex best choice not disappointed. desk helpful gave warm welcome. helped planning daily excursions. nightly wine tasting big list hotel night. late getting afternoon gave complimentary glass wine.the rooms quite plush turn service given evening. room service exceptional try grasslands buger. opportunity dine quaint bistro lobby. complaint no coffee maker room. restaurant buy coffee morning. think included stay. beautiful.also booking line ca n't king size bed. booked queen called rex upgrade. took care w/out glitch.we stay visiting. beware picketers streets. disgruntled hotel employees loudly picketing big hotels. told smaller hotels contracts booking. ,5
942,colourful comfortable stayed 4 nights september. good central location clean room not slightly slant. good bathroom. breakfast not complementary not comment. fast free internet study room ground floor. staff polite helpful. recommended. ,4
943,literary gem just returned home stay hotel rex. experience terrific. staff professional attentive experienced. hotel european literary feel great location just block half union square removed hubbub powell street. wife plan make hotel rex base future trips san francisco. ,5
944,best deal san fran reviews read right money. place fantastic. clean nicely decorated staff n't friendlier. n't stayed hotels san fran wo n't. ,5
945,great place business traveler. comfortable convenient quiet. love rex. travel sf business stay time. rooms comfortable just need traveling far home. afford king suite enjoy extra room quieter hotel. restaurant cafe andree excellent just eat lounge comfortable. excellent wine list. staff friendly knowledgeable way make stay comfortable possible. drawback n't gym site. purchase guest pass gym just doors. ,5
946,loved hotel rex recently stay sf business days referred hotel rex limo driver visiting sf previous trip. checked web site especially liked comments quiet hotel.upon stepping lobby immediately felt europe. decor tastefully rooms comfortable especially bed.i definately stay recommend friends co-workers. ,5
947,recently renovated hotel nice little hotel sutter/powell street union square area. lori diner corner walgreens street.the hotel recently completed renovation. lobby brand new comfortable. kiosks guests use free complimentary evening wine reception 5:30pm 6:30pm. fresh cookies served. daily passes club fitness center 1 block away 15.there 1 elevator hotel fairly quick. morning free continental breakfast served 7am coffee/water. choice yogurt muffin scone available. large tastey.the rooms smaller job. beds comfortable flat screen tv nice feature. nice cable channels. free wifi available rooms.bathrooms small clean. signs aging include cracked tiles paint peels scuffed furniture pieces overall fine couple nights.no restaurant room service hotel plenty restaurants nearby. check dotties true blue cafe best breakfast san francisco. enjoy. ,3
948,great location great city shame renovations stayed cartwright 6 nights. hotel great location union square chinatown cable cars fishermans wharf ferry building california line. got bart airport walked powell cases slight incline sutter. like reviews rooms small north american standards tiny bathrooms clean bed comfy. 7th floor n't hear construction noise lobby street noise night. renovations lobby noisy dusty. staff understandably not best moods daytime reno work parts lobby sectioned plastic sheeting. wine tasting evening did meet guests. stay rates good hotels check like chancellor orchard.tips muni pass best deal town. got 7 day pass 24 airport waiting cases. ride cable car street car bus. cable cars 5 ride money day two.on sundays 76 bus stops right outside cartwright sutter goes golden gate bridge. went bridge bus got walked. 76 runs 40mins past hour sundays holidays.also sundays golden gate park closed traffic.we went tours. day did shuttle bus tour booked ahead on-line. hour tour gives good overview san francisco. evening alcatraz tour booked on-line good. pre book alcatraz.finally thinking hiring car driving monterey carmel opted tour supersightseeing tours. bus driver herman entertaining plus knowledge. n't gained information. ,3
949,no breakfast just returned home san francisco stayed cartwright hotel 7 nights. mentioned reviews rooms small clean staff helpful great location. close cable cars chinatown union square. chose hotel reviews menioned good breakfast buffet. checking told no longer served breakfast. known chosen different hotel. renovation not complete walk workmen ladders smell paint strong lobby dust heavy times. ,3
950,fantastic stay. husband stayed cartwright business meeting. just come napa high expectations. certainly met. construction going really did n't feel bothered. loved wine hour evening sure hotel time. location hotel perfect husband meeting tons shopping restaurant hopping. whole-heartedly recommend cartwright hotel definitely plan coming. ,5
